-2.30000,0.60000,4.34000,4.23000,2.73000,0.42500,30.48000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.22500,1.21000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.20000,0.64000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.30000,2.73000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.22500,1.09000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.32500,6.20000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.45000,50.94000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.25000,1.83000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.42500,30.09000
0.00000,0.53000,4.78000,3.75000,3.15000,0.17500,0.59000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.40000,23.96000
0.00000,0.60000,4.78000,4.24000,3.15000,0.35000,10.36000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.45000,51.77000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.30000,3.45000
0.00000,0.60000,4.78000,4.24000,3.15000,0.40000,23.15000
0.00000,0.56500,4.77000,3.99000,3.15000,0.45000,55.44000
0.00000,0.56500,4.77000,3.99000,3.15000,0.40000,24.13000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.30000,4.34000
0.00000,0.56500,5.10000,3.94000,3.51000,0.40000,23.05000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.22500,1.37000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.30000,3.09000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.20000,0.76000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.20000,0.70000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.22500,1.01000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.17500,0.40000
0.00000,0.53000,4.78000,3.75000,3.15000,0.32500,5.45000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.32500,5.54000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.17500,0.56000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.35000,8.04000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.35000,7.19000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.25000,1.76000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.22500,1.57000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.22500,1.13000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.22500,1.15000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.27500,2.17000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.40000,20.91000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.12500,0.20000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.30000,4.46000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.12500,0.09000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.12500,0.04000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.30000,3.99000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.32500,5.27000
0.00000,0.53000,4.78000,3.75000,3.15000,0.37500,16.31000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.22500,1.06000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.12500,0.10000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.45000,46.66000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.35000,7.16000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.20000,0.78000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.22500,1.31000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.32500,5.41000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.32500,3.87000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.45000,47.13000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.27500,2.77000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.32500,4.99000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.40000,23.55000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.20000,0.63000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.40000,20.41000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.15000,0.17000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.22500,1.11000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.42500,37.95000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.45000,50.14000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.32500,4.41000
