28.48463,24.54858,108.80050,26.45825,74.99845,94.00763,80.30686,12.91049,120.92095,1.74525,636.06660,171.62796,169.82238,164.13179,138.07655,133.21760,178.47293,29.99359,7.67440,129.05327,127.04080,52.63430,94.68339,129.39069,12.90311,390.04232
29.01599,35.00595,83.76947,21.33055,75.00052,61.70990,54.75341,4.41064,105.58590,2.49001,434.95498,167.80716,166.20216,163.86382,144.85882,131.73554,133.15929,27.37402,5.53420,127.99251,126.68437,79.71070,83.47198,123.41270,4.41064,75.35579
22.98468,29.15967,78.54516,19.93982,80.00106,64.01014,55.56047,7.08804,99.57732,2.00544,440.76781,167.60291,166.30413,164.18836,138.69580,131.42738,134.99417,16.96811,2.99948,128.82053,127.90096,171.11253,86.53137,121.91750,7.08839,183.61665
26.06697,41.03621,104.61532,25.51613,75.01455,97.89681,78.53608,17.84344,120.56134,2.48984,622.45130,171.83822,169.90513,164.13179,138.22218,133.43243,179.33348,29.99359,8.20447,129.01502,127.12462,54.27732,90.34270,130.44399,17.84946,414.52832
28.35059,31.22104,107.68876,27.47361,79.99301,92.01178,79.33826,11.75307,118.66156,1.99926,627.32747,172.09600,170.35565,164.18420,136.70889,133.63902,134.99417,27.03167,3.67961,130.20640,128.46735,175.50734,96.36384,127.19666,11.75307,373.11423
25.59492,15.63067,100.44273,26.38211,79.99977,86.04022,74.84806,10.11401,114.20128,2.00371,591.84596,171.19850,169.64043,164.20210,136.97887,133.07797,134.99417,22.54307,1.85395,129.81741,128.22729,174.25371,88.58332,126.19474,10.11401,267.73431
26.97444,30.94546,108.96801,28.40965,79.99543,95.02454,81.99357,12.15793,119.66867,2.00246,647.65482,172.29445,170.55024,164.12954,136.80923,133.80705,134.99417,25.74796,0.88921,130.31340,128.46654,176.23975,94.80098,127.52109,12.15793,429.17979
28.27326,25.34405,106.68929,27.47581,80.00590,93.01703,78.41629,14.21137,119.12290,2.00237,620.04336,172.02212,170.29613,164.18867,137.00960,133.77692,134.99417,29.45208,2.70950,130.12013,128.43318,175.73439,94.42990,127.12979,14.21137,332.60700
27.24643,31.51346,103.66173,27.30965,74.98087,91.00142,76.41921,13.12077,117.11021,1.99476,605.63092,170.83916,169.04590,164.03765,138.32100,132.89092,178.35407,29.99359,7.40697,128.75014,126.90653,53.09286,92.04879,129.64093,13.13302,383.07240
23.47964,15.06704,99.20352,26.56437,74.98328,92.11313,75.72395,14.65748,116.24195,2.48867,599.78437,170.93278,169.10044,164.09606,137.61828,132.70540,136.13225,29.99359,9.31693,128.59756,126.86014,111.38942,85.29484,130.31099,14.65748,411.43783
24.01330,27.47734,101.01038,26.98557,74.99682,92.12663,76.99749,12.92994,117.63919,2.99767,609.82962,170.86714,169.06462,164.12894,138.61755,132.90334,179.67716,29.99359,6.41088,128.75868,126.91182,110.54675,85.86082,128.55731,12.92994,421.26022
26.00644,18.90352,82.21018,20.92178,80.00305,65.03599,56.20391,7.53939,101.17598,1.99528,445.32454,167.95910,166.66144,164.11427,138.67179,131.62410,134.56115,19.52638,4.89244,128.99183,127.89405,171.15729,92.44387,122.47642,7.53939,149.69583
23.23892,26.60120,91.83389,23.56678,79.99159,79.65986,68.59498,9.89064,108.73847,2.00172,543.56292,169.53315,168.06229,163.82576,139.29787,132.63233,134.99417,22.96433,4.55425,129.34420,127.98112,173.25765,89.57612,124.84458,9.88655,265.58071
26.09586,41.00655,103.86775,25.64889,75.02281,96.81724,77.76956,17.08834,119.50184,2.48867,616.51725,171.68893,169.77760,164.31792,138.34735,133.35377,179.24850,29.99359,8.09091,128.95480,127.11404,54.03033,90.02004,130.48389,17.09899,401.74922
25.99117,26.16362,84.39325,21.50699,79.99094,67.11715,58.40231,7.35603,103.05490,1.99048,462.72148,168.37269,167.02528,164.10308,138.56758,131.73615,134.65050,20.53841,3.58719,129.00363,127.91724,171.48646,92.33158,120.58057,7.35603,145.50716
26.48849,21.91351,107.28538,27.10102,75.00194,96.10930,80.79394,13.79063,122.81970,2.49991,639.93854,172.05020,170.21501,164.10166,137.97355,133.33564,179.53937,29.99359,7.44608,129.07524,127.07987,98.33969,89.24491,129.26745,13.77881,394.89577
28.01378,27.92301,111.35492,28.85120,79.99749,96.97902,83.34117,13.08766,124.16913,2.00362,657.92383,173.46398,171.63296,163.99175,136.42535,134.06788,134.99417,29.97324,4.22333,130.39641,128.55809,176.41266,93.85578,124.15255,13.08766,335.49251
23.98179,21.51194,99.94980,26.65542,75.01242,91.09811,75.96810,12.88598,118.21904,3.00148,602.39740,170.65415,168.89395,164.13820,138.78719,132.82365,183.82922,29.99359,6.92683,128.75461,127.01436,109.75495,86.44797,129.09668,12.88598,422.17272
26.99993,30.37426,101.51711,24.40156,75.00736,89.00558,74.52320,13.66347,115.03138,1.50699,590.70911,170.61252,168.85874,164.10156,138.73083,132.74010,178.11165,29.99359,7.10063,128.65941,126.86340,49.84345,90.78337,129.53601,13.67260,342.90547
28.73850,43.68369,111.02722,28.08993,79.99457,100.11304,82.28782,13.04169,127.01295,4.99174,650.33906,173.35345,171.56833,164.11561,137.82243,134.43149,138.52056,29.99359,5.70043,130.75448,128.84128,88.50601,96.12255,131.17755,13.04179,391.15827
23.97925,27.13691,100.94393,27.12691,74.99718,92.09992,76.96468,13.23714,119.33500,2.99378,609.90814,170.86165,169.02604,164.05454,138.49756,132.88634,179.53224,29.99359,7.01424,128.74607,126.99198,111.16604,86.33851,128.47263,13.23801,427.69147
26.48772,21.81712,108.19925,28.66010,79.99457,96.02795,81.71163,13.62528,121.56895,2.00756,645.09544,172.60485,170.86979,164.02147,136.78114,133.93436,134.99417,28.71015,3.18051,130.39438,128.54222,175.65952,91.84412,127.09245,13.62528,417.27705
22.50225,45.03113,75.47509,18.49300,79.99137,67.08853,52.97393,8.33313,99.28637,5.99362,420.09990,167.34951,166.15840,164.09300,141.55226,131.63693,134.49225,18.04758,3.36393,128.96294,127.90381,168.69562,95.04349,124.71502,8.33374,390.21882
23.48085,16.10238,99.93306,25.76539,75.02602,94.01274,76.45217,16.49226,115.77603,1.99048,605.96660,171.03649,169.18317,164.26195,138.28945,132.90750,136.27351,29.99359,6.37058,128.52310,126.79057,109.72159,85.51944,130.66341,16.49226,444.20706
25.60797,24.37895,103.82237,27.69171,79.99550,91.02440,78.21436,11.88633,117.89453,1.99926,618.37995,171.77716,170.09014,163.99084,136.73208,133.45330,134.99417,27.68515,4.48541,130.01516,128.37540,174.83963,90.05340,127.22871,11.88633,374.84310
26.50650,23.73592,102.35219,25.77768,74.99219,93.50748,75.85991,17.45873,120.29074,2.50251,602.37259,170.98327,169.21787,164.20698,138.36924,133.13843,179.37277,29.99359,8.87748,128.87830,127.08271,98.66032,89.66808,128.43681,17.44970,421.49167
26.48543,19.67569,92.94155,23.02870,74.99788,78.44407,66.44027,10.46228,109.76491,2.49883,526.80482,169.13301,167.46043,164.37939,144.07144,132.66489,178.05111,29.69578,6.27120,128.20857,126.69088,100.18411,88.13614,126.53109,10.46671,245.51886
25.99002,21.56469,88.40417,21.05037,75.00251,73.98391,62.42841,9.48719,105.76495,2.50233,495.80723,168.13118,166.55124,164.10501,146.50431,132.47458,177.41922,27.40755,6.27312,128.10604,126.61031,60.11617,88.66835,127.15320,9.46858,262.80404
26.01516,21.52074,88.42091,21.08643,75.00238,74.01276,62.40806,9.44529,106.11286,2.50428,495.44590,168.14360,166.54604,164.05789,145.62065,132.38127,177.42023,27.86007,6.59806,128.02466,126.63228,65.49279,88.71840,127.20928,9.43026,265.70584
28.10273,29.33643,112.56016,29.23742,79.98247,98.00220,84.45743,12.70992,125.26729,1.99939,668.30924,173.32191,171.53841,164.13555,136.57658,134.13393,134.99417,29.99359,5.13053,130.48349,128.59349,175.86540,94.55562,126.63408,12.70992,340.48330
27.48910,18.20653,103.93343,25.80922,74.99290,89.14181,76.44006,11.42918,117.11376,2.00237,605.45801,170.82461,168.99033,163.95277,138.14707,132.76229,178.27620,29.99359,7.39220,128.75990,127.02290,53.57747,91.59876,129.64470,11.44294,342.49245
27.72064,32.79779,104.19030,27.42079,75.01619,91.01157,76.46667,13.26270,117.59392,1.99247,605.68874,170.89971,169.08132,164.06930,138.25301,132.92745,178.29056,29.99359,7.61131,128.79042,126.91711,52.48619,92.67620,129.48676,13.25176,394.43138
26.50026,21.99616,107.26126,27.05441,75.00693,96.10595,80.75417,13.76411,122.60201,2.49671,639.89948,172.02282,170.21237,164.11702,137.99015,133.34491,179.49316,29.99359,7.55276,129.03211,127.05749,97.54463,89.14523,129.19316,13.74942,385.41113
25.98932,19.60346,83.20469,20.92073,79.98532,66.02017,57.21539,7.44902,102.02745,1.99100,453.45010,168.09160,166.81247,164.17931,139.13514,131.73707,134.57041,19.37118,3.82692,129.03618,127.93840,171.35667,92.13342,121.78500,7.44902,145.76659
28.30820,25.83845,106.71316,27.48018,79.99543,92.98490,78.40246,13.81415,118.67122,2.00276,619.36055,172.04674,170.26162,164.11478,136.91984,133.76562,134.99417,27.55277,1.99152,130.14577,128.39656,175.66196,94.47832,127.03688,13.81530,354.88193
26.49918,20.45554,108.29968,28.83023,79.98282,95.58558,81.80049,13.04545,122.08065,2.00012,646.36940,172.73836,170.97542,164.12119,136.65301,133.88480,134.99417,29.96842,4.97943,130.24220,128.49380,175.76571,91.06208,127.12511,13.04545,384.88672
26.41771,20.29511,93.95605,23.26744,75.01248,80.26782,67.54229,11.14710,110.48565,2.49901,535.23187,169.30775,167.61034,164.32586,142.33597,132.47795,178.12834,29.98580,6.44520,128.22648,126.70105,99.01920,88.42666,126.40662,11.15216,256.39567
28.29789,31.52501,107.61633,27.44307,80.00340,91.97668,79.31954,11.43910,119.74954,2.00418,627.28796,172.12572,170.40461,164.10990,136.71885,133.64910,134.99417,29.50218,5.95561,130.20639,128.41975,175.50612,96.13557,126.93501,11.43836,370.53997
25.24990,24.06415,100.65556,26.78591,75.02160,92.09359,75.40579,14.32055,116.63818,2.99659,597.04759,170.68864,168.89038,164.21543,138.56698,132.95554,179.02380,29.99359,9.79259,128.75014,126.95820,111.88298,87.80494,129.21737,14.32055,414.65550
28.99671,35.21048,85.20127,21.79515,74.99119,60.96381,56.20477,3.11840,105.92669,2.00194,446.02725,168.37534,166.64445,164.08314,146.97318,132.12532,178.35955,24.10868,3.27010,127.94653,126.57572,74.94400,82.94425,110.20291,3.11840,57.20135
