23.73536,27.80826,95.56128,24.50510,75.00067,86.11790,71.82598,12.95216,113.53293,1.99385,569.45124,169.58424,167.88166,164.09434,140.43493,132.58012,135.62107,29.98750,7.38787,128.31681,126.78283,110.24159,85.11459,129.67951,12.95216,372.48096
28.09952,29.68820,112.61743,29.21026,79.97798,97.99052,84.51791,12.73064,125.14268,2.00267,668.56523,173.34653,171.52681,164.13249,136.57505,134.14268,134.99417,29.99359,4.90953,130.39234,128.52635,175.79419,94.47262,126.69575,12.73064,342.88307
28.32590,29.91099,106.00951,28.34763,80.00575,89.02200,77.68359,10.39994,117.14276,1.99995,614.18008,171.75905,170.12371,164.11712,136.56732,133.39814,134.99417,20.74127,0.64034,130.10955,128.39086,175.05651,95.10574,124.44056,10.39994,315.03545
23.46233,16.11296,101.34317,26.21129,75.00700,94.01204,77.88115,15.09497,117.04154,1.99381,616.93555,171.16715,169.35262,164.17563,138.07126,132.90456,136.28023,29.99359,6.28049,128.57599,126.80317,110.16998,85.73469,130.19649,15.09497,458.23389
26.59210,32.77835,104.58362,29.48814,79.99457,89.10678,77.98985,9.51567,119.29788,2.00427,616.86673,171.93999,170.23333,164.12944,136.55571,133.44241,134.99417,28.50186,3.89905,130.29550,128.43806,175.22334,89.10820,124.73650,9.51883,269.90062
28.48717,12.16748,103.29151,24.96748,75.00052,88.99284,74.80615,13.43334,117.07409,1.49990,593.08047,170.85228,169.06442,164.11916,138.61307,132.82274,178.25005,29.99359,8.95540,128.71556,127.01191,56.03996,92.29699,130.19609,13.44259,254.98672
28.48259,45.82624,107.71485,25.92038,74.99689,92.99910,79.23409,12.79612,120.37060,1.98918,627.36042,171.53779,169.66362,164.01536,137.88421,133.15553,178.34206,29.99359,8.10054,129.02601,127.14944,52.97120,94.15850,128.33789,12.80756,368.47184
27.22084,29.19960,102.54452,25.71713,75.01085,90.08760,75.31709,13.63116,117.33096,1.99238,597.10501,170.75296,169.02087,164.24932,138.56758,132.89397,178.34175,29.99359,9.43602,128.79286,127.00174,55.57895,91.68584,129.48055,13.63932,379.53682
23.27057,16.45924,99.18156,25.47565,74.99689,93.99832,75.91098,17.24296,115.56953,1.99182,601.91803,170.99323,169.12131,164.12425,137.87352,132.87362,136.25438,29.99359,9.61466,128.43358,126.72628,112.36067,85.41325,130.82145,17.24296,451.22021
28.49589,33.70856,108.55572,26.18336,75.01248,94.00503,80.05865,12.73670,121.26224,1.99251,634.08138,171.66266,169.84377,164.08079,137.91025,133.20590,178.48291,29.99359,8.18179,129.01258,127.07782,53.91356,94.62113,128.89935,12.72571,388.36432
27.72802,39.72483,104.53684,25.13247,57.00400,87.95517,76.81784,10.30924,104.40942,1.50067,610.68776,167.66367,165.45202,158.34378,132.92654,129.13596,173.56961,29.99359,7.98480,124.53966,121.71992,50.57422,95.07807,128.12052,10.32241,465.60716
27.09120,25.28972,100.90587,24.33703,53.99555,86.00397,73.81812,11.09121,100.35351,1.50405,587.87188,166.57931,164.39220,157.50420,132.46115,128.33840,172.55477,29.99359,8.24235,123.55091,120.59406,55.24937,90.95304,128.84063,11.07519,416.94694
