178.00000,129.80000,118.60000,179.90000,3.60000,1007.30000,746.80000,3,20.73000
173.00000,116.00000,0.00000,192.00000,0.00000,946.80000,856.80000,90,32.10000
298.00000,0.00000,107.00000,210.00000,11.00000,880.00000,744.00000,28,31.87000
236.00000,0.00000,0.00000,194.00000,0.00000,968.00000,885.00000,90,21.95000
350.00000,0.00000,0.00000,203.00000,0.00000,974.00000,775.00000,56,29.98000
540.00000,0.00000,0.00000,173.00000,0.00000,1125.00000,613.00000,180,71.62000
295.70000,0.00000,95.60000,171.50000,8.90000,955.10000,859.20000,28,39.94000
157.00000,236.00000,0.00000,192.00000,0.00000,935.40000,781.20000,3,9.69000
331.00000,0.00000,0.00000,192.00000,0.00000,978.00000,825.00000,360,41.24000
322.00000,149.00000,0.00000,186.00000,8.00000,951.00000,709.00000,28,52.42000
213.70000,98.10000,24.50000,181.70000,6.90000,1065.80000,785.40000,3,18.00000
387.00000,20.00000,94.00000,157.00000,13.90000,938.00000,845.00000,7,45.90000
165.00000,128.50000,132.10000,175.10000,8.10000,1005.80000,746.60000,14,33.09000
331.00000,0.00000,0.00000,192.00000,0.00000,978.00000,825.00000,3,13.52000
525.00000,0.00000,0.00000,189.00000,0.00000,1125.00000,613.00000,7,42.42000
337.90000,189.00000,0.00000,174.90000,9.50000,944.70000,755.80000,28,49.90000
143.80000,136.30000,106.20000,178.10000,7.50000,941.50000,774.30000,28,26.15000
281.00000,0.00000,0.00000,185.00000,0.00000,1104.00000,774.00000,28,22.44000
194.70000,0.00000,100.50000,165.60000,7.50000,1006.40000,905.90000,14,24.99000
159.00000,209.00000,161.00000,201.00000,7.00000,848.00000,669.00000,28,30.88000
290.40000,0.00000,96.20000,168.10000,9.40000,961.20000,865.00000,3,22.50000
139.60000,209.40000,0.00000,192.00000,0.00000,1047.00000,806.90000,90,39.36000
318.80000,212.50000,0.00000,155.70000,14.30000,852.10000,880.40000,7,33.40000
337.90000,189.00000,0.00000,174.90000,9.50000,944.70000,755.80000,7,35.10000
190.30000,0.00000,125.20000,166.60000,9.90000,1079.00000,798.90000,100,33.56000
122.60000,183.90000,0.00000,203.50000,0.00000,958.20000,800.10000,7,10.35000
190.30000,0.00000,125.20000,166.60000,9.90000,1079.00000,798.90000,14,19.42000
213.50000,0.00000,174.20000,159.20000,11.70000,1043.60000,771.90000,28,44.64000
380.00000,0.00000,0.00000,228.00000,0.00000,932.00000,670.00000,365,52.52000
