0.71000,710.50000,269.50000,220.50000,3.50000,5,0.40000,5,15.31000
0.79000,637.00000,343.00000,147.00000,7.00000,3,0.25000,4,45.48000
0.82000,612.50000,318.50000,147.00000,7.00000,4,0.40000,5,33.84000
0.71000,710.50000,269.50000,220.50000,3.50000,4,0.25000,1,15.44000
0.62000,808.50000,367.50000,220.50000,3.50000,5,0.25000,4,15.38000
0.64000,784.00000,343.00000,220.50000,3.50000,3,0.25000,1,21.19000
0.90000,563.50000,318.50000,122.50000,7.00000,5,0.40000,2,40.66000
0.90000,563.50000,318.50000,122.50000,7.00000,5,0.25000,3,32.46000
0.98000,514.50000,294.00000,110.25000,7.00000,3,0.10000,5,25.98000
0.79000,637.00000,343.00000,147.00000,7.00000,5,0.40000,3,38.23000
0.62000,808.50000,367.50000,220.50000,3.50000,2,0.25000,1,15.77000
0.62000,808.50000,367.50000,220.50000,3.50000,5,0.25000,3,14.35000
0.90000,563.50000,318.50000,122.50000,7.00000,3,0.25000,5,32.00000
0.71000,710.50000,269.50000,220.50000,3.50000,2,0.25000,2,14.91000
0.98000,514.50000,294.00000,110.25000,7.00000,3,0.40000,3,33.24000
0.86000,588.00000,294.00000,147.00000,7.00000,3,0.10000,4,31.76000
0.74000,686.00000,245.00000,220.50000,3.50000,5,0.10000,5,13.50000
0.74000,686.00000,245.00000,220.50000,3.50000,5,0.10000,2,13.79000
0.98000,514.50000,294.00000,110.25000,7.00000,4,0.40000,4,33.95000
0.62000,808.50000,367.50000,220.50000,3.50000,3,0.40000,1,17.21000
0.82000,612.50000,318.50000,147.00000,7.00000,3,0.40000,5,29.56000
0.66000,759.50000,318.50000,220.50000,3.50000,3,0.40000,3,17.63000
0.71000,710.50000,269.50000,220.50000,3.50000,2,0.10000,1,13.80000
0.64000,784.00000,343.00000,220.50000,3.50000,4,0.25000,1,21.09000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.25000,5,30.20000
0.98000,514.50000,294.00000,110.25000,7.00000,4,0.25000,2,30.18000
0.62000,808.50000,367.50000,220.50000,3.50000,4,0.00000,0,12.08000
0.69000,735.00000,294.00000,220.50000,3.50000,5,0.40000,5,16.74000
0.69000,735.00000,294.00000,220.50000,3.50000,3,0.40000,4,16.88000
0.62000,808.50000,367.50000,220.50000,3.50000,5,0.40000,3,16.00000
0.69000,735.00000,294.00000,220.50000,3.50000,2,0.10000,1,14.28000
0.98000,514.50000,294.00000,110.25000,7.00000,3,0.10000,4,25.72000
0.62000,808.50000,367.50000,220.50000,3.50000,3,0.25000,4,15.56000
0.98000,514.50000,294.00000,110.25000,7.00000,2,0.25000,1,29.79000
0.79000,637.00000,343.00000,147.00000,7.00000,3,0.00000,0,31.27000
0.62000,808.50000,367.50000,220.50000,3.50000,2,0.40000,3,16.90000
0.69000,735.00000,294.00000,220.50000,3.50000,5,0.40000,4,17.39000
0.74000,686.00000,245.00000,220.50000,3.50000,3,0.40000,2,16.93000
0.76000,661.50000,416.50000,122.50000,7.00000,3,0.25000,5,37.01000
0.76000,661.50000,416.50000,122.50000,7.00000,2,0.40000,2,39.48000
0.69000,735.00000,294.00000,220.50000,3.50000,4,0.25000,3,15.44000
0.90000,563.50000,318.50000,122.50000,7.00000,5,0.25000,5,35.62000
0.90000,563.50000,318.50000,122.50000,7.00000,3,0.25000,2,32.64000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.40000,1,33.04000
0.76000,661.50000,416.50000,122.50000,7.00000,5,0.40000,4,40.77000
0.69000,735.00000,294.00000,220.50000,3.50000,4,0.00000,0,11.73000
0.79000,637.00000,343.00000,147.00000,7.00000,5,0.25000,4,37.26000
0.74000,686.00000,245.00000,220.50000,3.50000,3,0.40000,1,17.25000
0.98000,514.50000,294.00000,110.25000,7.00000,4,0.25000,4,30.19000
0.71000,710.50000,269.50000,220.50000,3.50000,4,0.25000,3,15.57000
0.86000,588.00000,294.00000,147.00000,7.00000,2,0.25000,3,33.52000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.10000,5,13.72000
0.82000,612.50000,318.50000,147.00000,7.00000,3,0.40000,1,29.13000
0.69000,735.00000,294.00000,220.50000,3.50000,2,0.40000,5,16.63000
0.62000,808.50000,367.50000,220.50000,3.50000,2,0.10000,2,14.37000
0.76000,661.50000,416.50000,122.50000,7.00000,5,0.00000,0,29.40000
0.90000,563.50000,318.50000,122.50000,7.00000,3,0.00000,0,25.38000
0.64000,784.00000,343.00000,220.50000,3.50000,3,0.00000,0,16.80000
0.71000,710.50000,269.50000,220.50000,3.50000,3,0.10000,2,14.11000
0.66000,759.50000,318.50000,220.50000,3.50000,2,0.10000,3,13.46000
